Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Algeria,DZA,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,6.25,6.25,6.25,6.25,6.25,6.25
Algeria,DZA,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..
Algeria,DZA,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,2.649451,..,2.769683,..,2.45,..
Algeria,DZA,"Time to export, border compliance (hours)",IC.EXP.TMBC,80,80,80,80,80,80
Algeria,DZA,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,149.1429,149.1429,149.1429,149.1429,149.1429,149.1429
Algeria,DZA,"Time to import, border compliance (hours)",IC.IMP.TMBC,327.3896,327.3896,327.3896,327.3896,209.5714,209.5714
Algeria,DZA,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,248.7273,248.7273,248.7273,248.7273,96,96
American Samoa,ASM,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..
American Samoa,ASM,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,..,..,..,..,..,..
American Samoa,ASM,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,..,..,..,..,..,..
American Samoa,ASM,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..
American Samoa,ASM,"Time required to start a business, female (days)",IC.REG.DURS.FE,..,..,..,..,..,..
American Samoa,ASM,"Time required to start a business, male (days)",IC.REG.DURS.MA,..,..,..,..,..,..
American Samoa,ASM,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..
American Samoa,ASM,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..
American Samoa,ASM,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..,..
American Samoa,ASM,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..
American Samoa,ASM,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..,..
American Samoa,ASM,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..,..
American Samoa,ASM,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..
American Samoa,ASM,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..,..
American Samoa,ASM,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..,..
American Samoa,ASM,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,..,..,..,..,..,..
American Samoa,ASM,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..
American Samoa,ASM,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,..,..,..,..,..,..
American Samoa,ASM,"Time to export, border compliance (hours)",IC.EXP.TMBC,..,..,..,..,..,..
American Samoa,ASM,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,..,..,..,..,..,..
American Samoa,ASM,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..,..
American Samoa,ASM,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..,..
Andorra,AND,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..
Andorra,AND,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,..,..,..,..,..,..
Andorra,AND,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,..,..,..,..,..,..
Andorra,AND,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..
Andorra,AND,"Time required to start a business, female (days)",IC.REG.DURS.FE,..,..,..,..,..,..
Andorra,AND,"Time required to start a business, male (days)",IC.REG.DURS.MA,..,..,..,..,..,..
Andorra,AND,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..,..
Andorra,AND,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..,..
Andorra,AND,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..,..
Andorra,AND,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,..,..,..,..,..,..
Andorra,AND,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..
Andorra,AND,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,..,..,..,..,..,..
Andorra,AND,"Time to export, border compliance (hours)",IC.EXP.TMBC,..,..,..,..,..,..
Andorra,AND,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,..,..,..,..,..,..
Andorra,AND,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..,..
Andorra,AND,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..,..
Angola,AGO,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,118.8,17,20.7,17.4,13.9,11.1
Angola,AGO,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,118.8,17,20.7,17.4,13.9,11.1
Angola,AGO,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,118.8,17,20.7,17.4,13.9,11.1
Angola,AGO,Time required to start a business (days),IC.REG.DURS,66,36,36,36,36,36
Angola,AGO,"Time required to start a business, female (days)",IC.REG.DURS.FE,66,36,36,36,36,36
Angola,AGO,"Time required to start a business, male (days)",IC.REG.DURS.MA,66,36,36,36,36,36
Angola,AGO,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,5.75,..,..,..,..,..
Angola,AGO,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,6.860000134,..,..,..,..,..
Angola,AGO,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,5.130000114,..,..,..,..,..
Angola,AGO,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,14.93000031,..,..,..,..,..
Angola,AGO,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,18.12000084,..,..,..,..,..
Angola,AGO,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,13.39999962,..,..,..,..,..
Angola,AGO,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,13.85000038,..,..,..,..,..
Angola,AGO,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,17.23999977,..,..,..,..,..
Angola,AGO,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,12.09000015,..,..,..,..,..
Angola,AGO,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,12.85530652,13.56724222,10.23618581,9.46390715,13.80034696,12.87996538
Angola,AGO,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..
Angola,AGO,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,2.54298,..,2.241183,..,2.05,..
Angola,AGO,"Time to export, border compliance (hours)",IC.EXP.TMBC,312,312,312,192,164,164
Angola,AGO,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,169,169,169,169,96,96
Angola,AGO,"Time to import, border compliance (hours)",IC.IMP.TMBC,276,276,276,96,72,72
Angola,AGO,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,180,180,180,180,96,96
Antigua and Barbuda,ATG,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,9.7,9.4,9.3,9.1,8.7,8
Antigua and Barbuda,ATG,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,9.7,9.4,9.3,9.1,8.7,8
Antigua and Barbuda,ATG,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,9.7,9.4,9.3,9.1,8.7,8
Antigua and Barbuda,ATG,Time required to start a business (days),IC.REG.DURS,22,22,22,22,22,19
Antigua and Barbuda,ATG,"Time required to start a business, female (days)",IC.REG.DURS.FE,22,22,22,22,22,19
Antigua and Barbuda,ATG,"Time required to start a business, male (days)",IC.REG.DURS.MA,22,22,22,22,22,19
Antigua and Barbuda,ATG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,7.178443754,7.368916667,7.6475,7.555,7.324446083,7.0348395
Antigua and Barbuda,ATG,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..
Antigua and Barbuda,ATG,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Time to export, border compliance (hours)",IC.EXP.TMBC,61.33333,61.33333,61.33333,61.33333,61.33333,61.33333
Antigua and Barbuda,ATG,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,50.66667,50.66667,50.66667,50.66667,50.66667,50.66667
Antigua and Barbuda,ATG,"Time to import, border compliance (hours)",IC.IMP.TMBC,61.33333,61.33333,61.33333,61.33333,61.33333,61.33333
Antigua and Barbuda,ATG,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,108.8889,108.8889,48,48,48,48
Argentina,ARG,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,17.7,11.4,10.8,10.4,5.3,5
Argentina,ARG,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,17.7,11.4,10.8,10.4,5.3,5
Argentina,ARG,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,17.7,11.4,10.8,10.4,5.3,5
Argentina,ARG,Time required to start a business (days),IC.REG.DURS,24.5,24.5,24.5,24.5,11,11.5
Argentina,ARG,"Time required to start a business, female (days)",IC.REG.DURS.FE,24.5,24.5,24.5,24.5,11,11.5
Argentina,ARG,"Time required to start a business, male (days)",IC.REG.DURS.MA,24.5,24.5,24.5,24.5,11,11.5
Argentina,ARG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,3.25,..,..,3.269999981,3.640000105,3.869999886
Argentina,ARG,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,3.920000076,..,..,3.970000029,4.199999809,4.400000095
Argentina,ARG,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,2.319999933,..,..,2.319999933,2.880000114,3.180000067
Argentina,ARG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,8.56000042,..,..,10.51000023,11.07999992,12.30000019
Argentina,ARG,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,10.15999985,..,..,12.47999954,13.14999962,13.86999989
Argentina,ARG,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,7.75,..,..,9.529999733,9.989999771,11.47000027
Argentina,ARG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,8.319999695,..,..,9.130000114,10.68999958,11.22999954
Argentina,ARG,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,10.57999992,..,..,11.25,13.25,13.36999989
Argentina,ARG,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,6.659999847,..,..,7.429999828,8.590000153,9.539999962
Argentina,ARG,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,3.591482982,3.746684795,6.952537863,7.58109077,16.59526526,19.96737336
Argentina,ARG,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,6.5,..,..
Argentina,ARG,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,2.986475,..,2.962629,..,2.89,..
Argentina,ARG,"Time to export, border compliance (hours)",IC.EXP.TMBC,21,21,21,21,21,21
Argentina,ARG,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,27,27,27,27,27,25
Argentina,ARG,"Time to import, border compliance (hours)",IC.IMP.TMBC,60,60,60,60,60,60
Argentina,ARG,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,336,336,192,192,192,166
Armenia,ARM,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,1,1,0.9,0.9,0.8,0.8
Armenia,ARM,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,1,1,0.9,0.9,0.8,0.8
Armenia,ARM,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,1,1,0.9,0.9,0.8,0.8
Armenia,ARM,Time required to start a business (days),IC.REG.DURS,5,5,5,5,4,4
Armenia,ARM,"Time required to start a business, female (days)",IC.REG.DURS.FE,5,5,5,5,4,4
Armenia,ARM,"Time required to start a business, male (days)",IC.REG.DURS.MA,5,5,5,5,4,4
Armenia,ARM,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,17.46999931,17.53000069,16.81999969,17.81999969,13.07999992,12.56999969
Armenia,ARM,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,19.84000015,20.40999985,17.68000031,17.90999985,12.72999954,12.44999981
Armenia,ARM,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,14.86999989,14.43000031,15.94999981,17.71999931,13.47000027,12.71000004
Armenia,ARM,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,9.640000343,15.23999977,14.56999969,17.39999962,11.73999977,12.73999977
Armenia,ARM,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,10.27999973,9.029999733,11.78999996,12.84000015,2.660000086,5.480000019
Armenia,ARM,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,9.229999542,18.70999908,15.93999958,19.79999924,17.29000092,17.14999962
Armenia,ARM,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,18.01000023,18.84000015,18.22999954,17.68000031,13.39000034,12
Armenia,ARM,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,19.62000084,19.28000069,17.72999954,17.48999977,11.51000023,9.770000458
Armenia,ARM,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,16.51000023,18.44000053,18.67000008,17.85000038,15.18999958,14.23999977
Armenia,ARM,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,5.982880233,3.442171143,5.741048915,5.392666696,4.129311333,3.65503785
Armenia,ARM,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..
Armenia,ARM,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,2.672723,..,2.205513,..,2.61,..
Armenia,ARM,"Time to export, border compliance (hours)",IC.EXP.TMBC,50.53846,38.53846,38.53846,38.53846,38.53846,26.53846
Armenia,ARM,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,2,2,2,2,2,2
Armenia,ARM,"Time to import, border compliance (hours)",IC.IMP.TMBC,50.53846,41.03846,41.03846,2.538462,2.538462,2.538462
Armenia,ARM,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,1.615385,1.615385,1.615385,1.615385,1.615385,1.615385
Aruba,ABW,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..
Aruba,ABW,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,..,..,..,..,..,..
Aruba,ABW,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,..,..,..,..,..,..
Aruba,ABW,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..
Aruba,ABW,"Time required to start a business, female (days)",IC.REG.DURS.FE,..,..,..,..,..,..
Aruba,ABW,"Time required to start a business, male (days)",IC.REG.DURS.MA,..,..,..,..,..,..
Aruba,ABW,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..
Aruba,ABW,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..
Aruba,ABW,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..,..
Aruba,ABW,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..
Aruba,ABW,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..,..
Aruba,ABW,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..,..
Aruba,ABW,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..
Aruba,ABW,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..,..
Aruba,ABW,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..,..
Aruba,ABW,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,5,5.1,4.9,4.7,4.8,3.5
Aruba,ABW,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..
Aruba,ABW,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,..,..,..,..,..,..
