,Country Name,Country Code,Series Name,2014,2015,2016,2017,2018,2019
59,Algeria,DZA,"Interest rate spread (lending rate minus deposit rate, %)",6.25,6.25,6.25,6.25,6.25,6.25
60,Algeria,DZA,Average time to clear exports through customs (days),..,..,..,..,..,..
61,Algeria,DZA,Logistics performance index: Overall (1=low to 5=high),2.649451,..,2.769683,..,2.45,..
62,Algeria,DZA,"Time to export, border compliance (hours)",80,80,80,80,80,80
63,Algeria,DZA,"Time to export, documentary compliance (hours)",149.1429,149.1429,149.1429,149.1429,149.1429,149.1429
64,Algeria,DZA,"Time to import, border compliance (hours)",327.3896,327.3896,327.3896,327.3896,209.5714,209.5714
65,Algeria,DZA,"Time to import, documentary compliance (hours)",248.7273,248.7273,248.7273,248.7273,96,96
110,Angola,AGO,Cost of business start-up procedures (% of GNI per capita),118.8,17,20.7,17.4,13.9,11.1
111,Angola,AGO,"Cost of business start-up procedures, female (% of GNI per capita)",118.8,17,20.7,17.4,13.9,11.1
112,Angola,AGO,"Cost of business start-up procedures, male (% of GNI per capita)",118.8,17,20.7,17.4,13.9,11.1
113,Angola,AGO,Time required to start a business (days),66,36,36,36,36,36
114,Angola,AGO,"Time required to start a business, female (days)",66,36,36,36,36,36
115,Angola,AGO,"Time required to start a business, male (days)",66,36,36,36,36,36
116,Angola,AGO,Unemployment with advanced education (% of total labor force with advanced education),5.75,..,..,..,..,..
117,Angola,AGO,"Unemployment with advanced education, female (% of female labor force with advanced education)",6.860000134,..,..,..,..,..
118,Angola,AGO,"Unemployment with advanced education, male (% of male labor force with advanced education)",5.130000114,..,..,..,..,..
119,Angola,AGO,Unemployment with basic education (% of total labor force with basic education),14.93000031,..,..,..,..,..
120,Angola,AGO,"Unemployment with basic education, female (% of female labor force with basic education)",18.12000084,..,..,..,..,..
121,Angola,AGO,"Unemployment with basic education, male (% of male labor force with basic education)",13.39999962,..,..,..,..,..
122,Angola,AGO,Unemployment with intermediate education (% of total labor force with intermediate education),13.85000038,..,..,..,..,..
123,Angola,AGO,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",17.23999977,..,..,..,..,..
124,Angola,AGO,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",12.09000015,..,..,..,..,..
125,Angola,AGO,"Interest rate spread (lending rate minus deposit rate, %)",12.85530652,13.56724222,10.23618581,9.46390715,13.80034696,12.87996538
126,Angola,AGO,Average time to clear exports through customs (days),..,..,..,..,..,..
127,Angola,AGO,Logistics performance index: Overall (1=low to 5=high),2.54298,..,2.241183,..,2.05,..
128,Angola,AGO,"Time to export, border compliance (hours)",312,312,312,192,164,164
129,Angola,AGO,"Time to export, documentary compliance (hours)",169,169,169,169,96,96
130,Angola,AGO,"Time to import, border compliance (hours)",276,276,276,96,72,72
131,Angola,AGO,"Time to import, documentary compliance (hours)",180,180,180,180,96,96
132,Antigua and Barbuda,ATG,Cost of business start-up procedures (% of GNI per capita),9.7,9.4,9.3,9.1,8.7,8
133,Antigua and Barbuda,ATG,"Cost of business start-up procedures, female (% of GNI per capita)",9.7,9.4,9.3,9.1,8.7,8
134,Antigua and Barbuda,ATG,"Cost of business start-up procedures, male (% of GNI per capita)",9.7,9.4,9.3,9.1,8.7,8
135,Antigua and Barbuda,ATG,Time required to start a business (days),22,22,22,22,22,19
136,Antigua and Barbuda,ATG,"Time required to start a business, female (days)",22,22,22,22,22,19
137,Antigua and Barbuda,ATG,"Time required to start a business, male (days)",22,22,22,22,22,19
138,Antigua and Barbuda,ATG,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,..,..
139,Antigua and Barbuda,ATG,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,..,..
140,Antigua and Barbuda,ATG,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,..,..
141,Antigua and Barbuda,ATG,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,..,..
142,Antigua and Barbuda,ATG,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,..,..
143,Antigua and Barbuda,ATG,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,..,..
144,Antigua and Barbuda,ATG,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,..,..
145,Antigua and Barbuda,ATG,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,..,..
146,Antigua and Barbuda,ATG,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,..,..
147,Antigua and Barbuda,ATG,"Interest rate spread (lending rate minus deposit rate, %)",7.178443754,7.368916667,7.6475,7.555,7.324446083,7.0348395
148,Antigua and Barbuda,ATG,Average time to clear exports through customs (days),..,..,..,..,..,..
149,Antigua and Barbuda,ATG,Logistics performance index: Overall (1=low to 5=high),..,..,..,..,..,..
150,Antigua and Barbuda,ATG,"Time to export, border compliance (hours)",61.33333,61.33333,61.33333,61.33333,61.33333,61.33333
151,Antigua and Barbuda,ATG,"Time to export, documentary compliance (hours)",50.66667,50.66667,50.66667,50.66667,50.66667,50.66667
152,Antigua and Barbuda,ATG,"Time to import, border compliance (hours)",61.33333,61.33333,61.33333,61.33333,61.33333,61.33333
153,Antigua and Barbuda,ATG,"Time to import, documentary compliance (hours)",108.8889,108.8889,48,48,48,48
154,Argentina,ARG,Cost of business start-up procedures (% of GNI per capita),17.7,11.4,10.8,10.4,5.3,5
155,Argentina,ARG,"Cost of business start-up procedures, female (% of GNI per capita)",17.7,11.4,10.8,10.4,5.3,5
156,Argentina,ARG,"Cost of business start-up procedures, male (% of GNI per capita)",17.7,11.4,10.8,10.4,5.3,5
157,Argentina,ARG,Time required to start a business (days),24.5,24.5,24.5,24.5,11,11.5
158,Argentina,ARG,"Time required to start a business, female (days)",24.5,24.5,24.5,24.5,11,11.5
159,Argentina,ARG,"Time required to start a business, male (days)",24.5,24.5,24.5,24.5,11,11.5
160,Argentina,ARG,Unemployment with advanced education (% of total labor force with advanced education),3.25,..,..,3.269999981,3.640000105,3.869999886
161,Argentina,ARG,"Unemployment with advanced education, female (% of female labor force with advanced education)",3.920000076,..,..,3.970000029,4.199999809,4.400000095
162,Argentina,ARG,"Unemployment with advanced education, male (% of male labor force with advanced education)",2.319999933,..,..,2.319999933,2.880000114,3.180000067
163,Argentina,ARG,Unemployment with basic education (% of total labor force with basic education),8.56000042,..,..,10.51000023,11.07999992,12.30000019
164,Argentina,ARG,"Unemployment with basic education, female (% of female labor force with basic education)",10.15999985,..,..,12.47999954,13.14999962,13.86999989
165,Argentina,ARG,"Unemployment with basic education, male (% of male labor force with basic education)",7.75,..,..,9.529999733,9.989999771,11.47000027
166,Argentina,ARG,Unemployment with intermediate education (% of total labor force with intermediate education),8.319999695,..,..,9.130000114,10.68999958,11.22999954
167,Argentina,ARG,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",10.57999992,..,..,11.25,13.25,13.36999989
168,Argentina,ARG,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",6.659999847,..,..,7.429999828,8.590000153,9.539999962
169,Argentina,ARG,"Interest rate spread (lending rate minus deposit rate, %)",3.591482982,3.746684795,6.952537863,7.58109077,16.59526526,19.96737336
170,Argentina,ARG,Average time to clear exports through customs (days),..,..,..,6.5,..,..
171,Argentina,ARG,Logistics performance index: Overall (1=low to 5=high),2.986475,..,2.962629,..,2.89,..
172,Argentina,ARG,"Time to export, border compliance (hours)",21,21,21,21,21,21
173,Argentina,ARG,"Time to export, documentary compliance (hours)",27,27,27,27,27,25
174,Argentina,ARG,"Time to import, border compliance (hours)",60,60,60,60,60,60
175,Argentina,ARG,"Time to import, documentary compliance (hours)",336,336,192,192,192,166
176,Armenia,ARM,Cost of business start-up procedures (% of GNI per capita),1,1,0.9,0.9,0.8,0.8
177,Armenia,ARM,"Cost of business start-up procedures, female (% of GNI per capita)",1,1,0.9,0.9,0.8,0.8
178,Armenia,ARM,"Cost of business start-up procedures, male (% of GNI per capita)",1,1,0.9,0.9,0.8,0.8
179,Armenia,ARM,Time required to start a business (days),5,5,5,5,4,4
180,Armenia,ARM,"Time required to start a business, female (days)",5,5,5,5,4,4
181,Armenia,ARM,"Time required to start a business, male (days)",5,5,5,5,4,4
182,Armenia,ARM,Unemployment with advanced education (% of total labor force with advanced education),17.46999931,17.53000069,16.81999969,17.81999969,13.07999992,12.56999969
183,Armenia,ARM,"Unemployment with advanced education, female (% of female labor force with advanced education)",19.84000015,20.40999985,17.68000031,17.90999985,12.72999954,12.44999981
184,Armenia,ARM,"Unemployment with advanced education, male (% of male labor force with advanced education)",14.86999989,14.43000031,15.94999981,17.71999931,13.47000027,12.71000004
185,Armenia,ARM,Unemployment with basic education (% of total labor force with basic education),9.640000343,15.23999977,14.56999969,17.39999962,11.73999977,12.73999977
186,Armenia,ARM,"Unemployment with basic education, female (% of female labor force with basic education)",10.27999973,9.029999733,11.78999996,12.84000015,2.660000086,5.480000019
187,Armenia,ARM,"Unemployment with basic education, male (% of male labor force with basic education)",9.229999542,18.70999908,15.93999958,19.79999924,17.29000092,17.14999962
188,Armenia,ARM,Unemployment with intermediate education (% of total labor force with intermediate education),18.01000023,18.84000015,18.22999954,17.68000031,13.39000034,12
189,Armenia,ARM,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",19.62000084,19.28000069,17.72999954,17.48999977,11.51000023,9.770000458
190,Armenia,ARM,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",16.51000023,18.44000053,18.67000008,17.85000038,15.18999958,14.23999977
191,Armenia,ARM,"Interest rate spread (lending rate minus deposit rate, %)",5.982880233,3.442171143,5.741048915,5.392666696,4.129311333,3.65503785
192,Armenia,ARM,Average time to clear exports through customs (days),..,..,..,..,..,..
193,Armenia,ARM,Logistics performance index: Overall (1=low to 5=high),2.672723,..,2.205513,..,2.61,..
194,Armenia,ARM,"Time to export, border compliance (hours)",50.53846,38.53846,38.53846,38.53846,38.53846,26.53846
195,Armenia,ARM,"Time to export, documentary compliance (hours)",2,2,2,2,2,2
196,Armenia,ARM,"Time to import, border compliance (hours)",50.53846,41.03846,41.03846,2.538462,2.538462,2.538462
197,Armenia,ARM,"Time to import, documentary compliance (hours)",1.615385,1.615385,1.615385,1.615385,1.615385,1.615385
220,Australia,AUS,Cost of business start-up procedures (% of GNI per capita),0.7,0.7,0.7,0.7,0.7,0.7
221,Australia,AUS,"Cost of business start-up procedures, female (% of GNI per capita)",0.7,0.7,0.7,0.7,0.7,0.7
222,Australia,AUS,"Cost of business start-up procedures, male (% of GNI per capita)",0.7,0.7,0.7,0.7,0.7,0.7
223,Australia,AUS,Time required to start a business (days),2.5,2.5,2.5,2.5,2.5,2
224,Australia,AUS,"Time required to start a business, female (days)",2.5,2.5,2.5,2.5,2.5,2
225,Australia,AUS,"Time required to start a business, male (days)",2.5,2.5,2.5,2.5,2.5,2
226,Australia,AUS,Unemployment with advanced education (% of total labor force with advanced education),3.730000019,3.549999952,3.460000038,3.309999943,2.420000076,2.170000076
227,Australia,AUS,"Unemployment with advanced education, female (% of female labor force with advanced education)",3.730000019,3.630000114,3.579999924,3.359999895,2.960000038,2
228,Australia,AUS,"Unemployment with advanced education, male (% of male labor force with advanced education)",3.920000076,3.49000001,3.299999952,3.25,1.799999952,2.369999886
229,Australia,AUS,Unemployment with basic education (% of total labor force with basic education),9.819999695,10.53999996,10.07999992,10.18999958,11.89999962,13.22999954
230,Australia,AUS,"Unemployment with basic education, female (% of female labor force with basic education)",10,10.34000015,9.909999847,9.550000191,11.22999954,12.73999977
231,Australia,AUS,"Unemployment with basic education, male (% of male labor force with basic education)",9.710000038,10.57999992,9.920000076,10.69999981,12.48999977,13.64000034
232,Australia,AUS,Unemployment with intermediate education (% of total labor force with intermediate education),5.96999979,6.150000095,5.909999847,5.46999979,4.820000172,5.409999847
233,Australia,AUS,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",7.110000134,7.050000191,6.320000172,6.21999979,4.389999866,5.699999809
234,Australia,AUS,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",5.170000076,5.420000076,5.559999943,4.989999771,5.119999886,5.210000038
235,Australia,AUS,"Interest rate spread (lending rate minus deposit rate, %)",3.045833333,3.270833333,3.279166667,3.237166667,3.281666667,3.542666667
236,Australia,AUS,Average time to clear exports through customs (days),..,..,..,..,..,..
237,Australia,AUS,Logistics performance index: Overall (1=low to 5=high),3.810776,..,3.793385,..,3.75,..
238,Australia,AUS,"Time to export, border compliance (hours)",35.5,35.5,35.5,35.5,35.5,35.5
239,Australia,AUS,"Time to export, documentary compliance (hours)",7,7,7,7,7,7
240,Australia,AUS,"Time to import, border compliance (hours)",37,39,39,39,39,39
241,Australia,AUS,"Time to import, documentary compliance (hours)",2.5,4,4,4,4,4
242,Austria,AUT,Cost of business start-up procedures (% of GNI per capita),5.5,5.3,5.2,5.1,4.8,4.7
243,Austria,AUT,"Cost of business start-up procedures, female (% of GNI per capita)",5.5,5.3,5.2,5.1,4.8,4.7
244,Austria,AUT,"Cost of business start-up procedures, male (% of GNI per capita)",5.5,5.3,5.2,5.1,4.8,4.7
245,Austria,AUT,Time required to start a business (days),22,22,21,21,21,21
246,Austria,AUT,"Time required to start a business, female (days)",22,22,21,21,21,21
247,Austria,AUT,"Time required to start a business, male (days)",22,22,21,21,21,21
248,Austria,AUT,Unemployment with advanced education (% of total labor force with advanced education),4.010000229,3.950000048,3.609999895,3.210000038,3.299999952,3.069999933
249,Austria,AUT,"Unemployment with advanced education, female (% of female labor force with advanced education)",4.21999979,3.829999924,3.410000086,3.319999933,3.420000076,3.480000019
250,Austria,AUT,"Unemployment with advanced education, male (% of male labor force with advanced education)",3.829999924,4.059999943,3.799999952,3.109999895,3.190000057,2.690000057
251,Austria,AUT,Unemployment with basic education (% of total labor force with basic education),11.40999985,11.14999962,12.65999985,13.01000023,11.44999981,10.71000004
252,Austria,AUT,"Unemployment with basic education, female (% of female labor force with basic education)",10.01000023,9.590000153,10.85000038,11.09000015,9.630000114,8.789999962
253,Austria,AUT,"Unemployment with basic education, male (% of male labor force with basic education)",12.96000004,12.88000011,14.56000042,14.96000004,13.32999992,12.57999992
254,Austria,AUT,Unemployment with intermediate education (% of total labor force with intermediate education),5.070000172,5.510000229,5.820000172,5.099999905,4.309999943,4
255,Austria,AUT,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",4.699999809,5.050000191,5.440000057,4.550000191,4.199999809,3.890000105
256,Austria,AUT,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",5.380000114,5.880000114,6.130000114,5.559999943,4.400000095,4.079999924
257,Austria,AUT,"Interest rate spread (lending rate minus deposit rate, %)",..,..,..,..,..,..
258,Austria,AUT,Average time to clear exports through customs (days),..,..,..,..,..,..
259,Austria,AUT,Logistics performance index: Overall (1=low to 5=high),3.648587,..,4.097985,..,4.03,..
260,Austria,AUT,"Time to export, border compliance (hours)",0,0,0,0,0,0
261,Austria,AUT,"Time to export, documentary compliance (hours)",0.5,0.5,0.5,0.5,0.5,0.5
262,Austria,AUT,"Time to import, border compliance (hours)",0,0,0,0,0,0
263,Austria,AUT,"Time to import, documentary compliance (hours)",0.5,0.5,0.5,0.5,0.5,0.5
264,Azerbaijan,AZE,Cost of business start-up procedures (% of GNI per capita),3.1,1.7,1.9,1.6,1.3,1.2
265,Azerbaijan,AZE,"Cost of business start-up procedures, female (% of GNI per capita)",3.1,1.7,1.9,1.6,1.3,1.2
266,Azerbaijan,AZE,"Cost of business start-up procedures, male (% of GNI per capita)",3.1,1.7,1.9,1.6,1.3,1.2
267,Azerbaijan,AZE,Time required to start a business (days),5.5,3.5,3.5,3.5,3.5,3.5
268,Azerbaijan,AZE,"Time required to start a business, female (days)",5.5,3.5,3.5,3.5,3.5,3.5
269,Azerbaijan,AZE,"Time required to start a business, male (days)",5.5,3.5,3.5,3.5,3.5,3.5
270,Azerbaijan,AZE,Unemployment with advanced education (% of total labor force with advanced education),5.150000095,5.190000057,4.949999809,4.840000153,4.630000114,..
271,Azerbaijan,AZE,"Unemployment with advanced education, female (% of female labor force with advanced education)",5.690000057,5.679999828,5.079999924,5.199999809,4.760000229,..
272,Azerbaijan,AZE,"Unemployment with advanced education, male (% of male labor force with advanced education)",4.639999866,4.730000019,4.840000153,4.5,4.510000229,..
273,Azerbaijan,AZE,Unemployment with basic education (% of total labor force with basic education),9.239999771,9.409999847,9.350000381,8.960000038,10.18999958,..
274,Azerbaijan,AZE,"Unemployment with basic education, female (% of female labor force with basic education)",7.78000021,8.119999886,7.860000134,7.670000076,9.550000191,..
275,Azerbaijan,AZE,"Unemployment with basic education, male (% of male labor force with basic education)",11.68000031,11.56999969,11.82999992,11.01000023,11.09000015,..
276,Azerbaijan,AZE,Unemployment with intermediate education (% of total labor force with intermediate education),4.329999924,4.349999905,4.590000153,4.539999962,4.510000229,..
277,Azerbaijan,AZE,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",5.619999886,5.610000134,6.039999962,5.929999828,5.820000172,..
278,Azerbaijan,AZE,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",3.160000086,3.210000038,3.279999971,3.289999962,3.309999943,..
279,Azerbaijan,AZE,"Interest rate spread (lending rate minus deposit rate, %)",8.685833333,8.535833333,8.642336449,8.114166667,7.1725,7.587048508
280,Azerbaijan,AZE,Average time to clear exports through customs (days),..,..,..,..,..,2.9
281,Azerbaijan,AZE,Logistics performance index: Overall (1=low to 5=high),2.448376,..,..,..,..,..
282,Azerbaijan,AZE,"Time to export, border compliance (hours)",33.66667,33.66667,29.44444,29.44444,17.44444,11.94444
283,Azerbaijan,AZE,"Time to export, documentary compliance (hours)",35.45455,35.45455,33,33,33,28.5
284,Azerbaijan,AZE,"Time to import, border compliance (hours)",32.36508,32.36508,30.14286,30.14286,14.14286,4.142857
285,Azerbaijan,AZE,"Time to import, documentary compliance (hours)",41.45455,41.45455,38,38,33,26
286,"Bahamas, The",BHS,Cost of business start-up procedures (% of GNI per capita),10.2,10.8,13.8,13.8,11.4,11
287,"Bahamas, The",BHS,"Cost of business start-up procedures, female (% of GNI per capita)",10.2,10.8,13.8,13.8,11.4,11
288,"Bahamas, The",BHS,"Cost of business start-up procedures, male (% of GNI per capita)",10.2,10.8,13.8,13.8,11.4,11
289,"Bahamas, The",BHS,Time required to start a business (days),23.5,28.5,21.5,21.5,21.5,11.5
290,"Bahamas, The",BHS,"Time required to start a business, female (days)",23.5,28.5,21.5,21.5,21.5,11.5
291,"Bahamas, The",BHS,"Time required to start a business, male (days)",23.5,28.5,21.5,21.5,21.5,11.5
292,"Bahamas, The",BHS,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,..,..
293,"Bahamas, The",BHS,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,..,..
294,"Bahamas, The",BHS,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,..,..
295,"Bahamas, The",BHS,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,..,..
296,"Bahamas, The",BHS,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,..,..
297,"Bahamas, The",BHS,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,..,..
298,"Bahamas, The",BHS,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,..,..
299,"Bahamas, The",BHS,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,..,..
300,"Bahamas, The",BHS,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",..,..,..,..,..,..
301,"Bahamas, The",BHS,"Interest rate spread (lending rate minus deposit rate, %)",3.3325,3.345,3.508333333,3.255833333,3.409166667,3.661666667
302,"Bahamas, The",BHS,Average time to clear exports through customs (days),..,..,..,..,..,..
303,"Bahamas, The",BHS,Logistics performance index: Overall (1=low to 5=high),2.910966,..,2.749937,..,2.53,..
304,"Bahamas, The",BHS,"Time to export, border compliance (hours)",84,36,36,36,36,36
305,"Bahamas, The",BHS,"Time to export, documentary compliance (hours)",60,12,12,12,12,12
306,"Bahamas, The",BHS,"Time to import, border compliance (hours)",99,51,51,51,51,51
307,"Bahamas, The",BHS,"Time to import, documentary compliance (hours)",54,6,6,6,6,6
308,Bahrain,BHR,Cost of business start-up procedures (% of GNI per capita),0.8,0.8,1.2,1,1.1,1
309,Bahrain,BHR,"Cost of business start-up procedures, female (% of GNI per capita)",0.8,0.8,1.2,1,1.1,1
310,Bahrain,BHR,"Cost of business start-up procedures, male (% of GNI per capita)",0.8,0.8,1.2,1,1.1,1
311,Bahrain,BHR,Time required to start a business (days),9.4,9.4,8.3,8.3,8.3,8.3
312,Bahrain,BHR,"Time required to start a business, female (days)",10,10,9,9,9,9
313,Bahrain,BHR,"Time required to start a business, male (days)",9,9,8,8,8,8
314,Bahrain,BHR,Unemployment with advanced education (% of total labor force with advanced education),..,..,..,..,..,..
315,Bahrain,BHR,"Unemployment with advanced education, female (% of female labor force with advanced education)",..,..,..,..,..,..
316,Bahrain,BHR,"Unemployment with advanced education, male (% of male labor force with advanced education)",..,..,..,..,..,..
317,Bahrain,BHR,Unemployment with basic education (% of total labor force with basic education),..,..,..,..,..,..
318,Bahrain,BHR,"Unemployment with basic education, female (% of female labor force with basic education)",..,..,..,..,..,..
319,Bahrain,BHR,"Unemployment with basic education, male (% of male labor force with basic education)",..,..,..,..,..,..
320,Bahrain,BHR,Unemployment with intermediate education (% of total labor force with intermediate education),..,..,..,..,..,..
321,Bahrain,BHR,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",..,..,..,..,..,..
