Country Name,Series Name,year,value
Azerbaijan,Logistics performance index: Overall (1=low to 5=high),2014,2.448376
Azerbaijan,"Time to export, border compliance (hours)",2014,33.66667
Azerbaijan,"Time to export, documentary compliance (hours)",2014,35.45455
Azerbaijan,"Time to import, border compliance (hours)",2014,32.36508
Azerbaijan,"Time to import, documentary compliance (hours)",2014,41.45455
"Bahamas, The",Cost of business start-up procedures (% of GNI per capita),2014,10.2
"Bahamas, The","Cost of business start-up procedures, female (% of GNI per capita)",2014,10.2
"Bahamas, The","Cost of business start-up procedures, male (% of GNI per capita)",2014,10.2
"Bahamas, The",Time required to start a business (days),2014,23.5
"Bahamas, The","Time required to start a business, female (days)",2014,23.5
"Bahamas, The","Time required to start a business, male (days)",2014,23.5
"Bahamas, The",Unemployment with advanced education (% of total labor force with advanced education),2014,
"Bahamas, The","Unemployment with advanced education, female (% of female labor force with advanced education)",2014,
"Bahamas, The","Unemployment with advanced education, male (% of male labor force with advanced education)",2014,
"Bahamas, The",Unemployment with basic education (% of total labor force with basic education),2014,
"Bahamas, The","Unemployment with basic education, female (% of female labor force with basic education)",2014,
"Bahamas, The","Unemployment with basic education, male (% of male labor force with basic education)",2014,
"Bahamas, The",Unemployment with intermediate education (% of total labor force with intermediate education),2014,
"Bahamas, The","Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,
"Bahamas, The","Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,
"Bahamas, The","Interest rate spread (lending rate minus deposit rate, %)",2014,3.3325
"Bahamas, The",Average time to clear exports through customs (days),2014,
"Bahamas, The",Logistics performance index: Overall (1=low to 5=high),2014,2.910966
"Bahamas, The","Time to export, border compliance (hours)",2014,84.0
"Bahamas, The","Time to export, documentary compliance (hours)",2014,60.0
"Bahamas, The","Time to import, border compliance (hours)",2014,99.0
"Bahamas, The","Time to import, documentary compliance (hours)",2014,54.0
Bahrain,Cost of business start-up procedures (% of GNI per capita),2014,0.8
Bahrain,"Cost of business start-up procedures, female (% of GNI per capita)",2014,0.8
Bahrain,"Cost of business start-up procedures, male (% of GNI per capita)",2014,0.8
Bahrain,Time required to start a business (days),2014,9.4
Bahrain,"Time required to start a business, female (days)",2014,10.0
Bahrain,"Time required to start a business, male (days)",2014,9.0
Bahrain,Unemployment with advanced education (% of total labor force with advanced education),2014,
Bahrain,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,
Bahrain,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,
Bahrain,Unemployment with basic education (% of total labor force with basic education),2014,
Bahrain,"Unemployment with basic education, female (% of female labor force with basic education)",2014,
Bahrain,"Unemployment with basic education, male (% of male labor force with basic education)",2014,
Bahrain,Unemployment with intermediate education (% of total labor force with intermediate education),2014,
Bahrain,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,
Bahrain,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,
Bahrain,"Interest rate spread (lending rate minus deposit rate, %)",2014,4.886666667
Bahrain,Average time to clear exports through customs (days),2014,
Bahrain,Logistics performance index: Overall (1=low to 5=high),2014,3.083116
Bahrain,"Time to export, border compliance (hours)",2014,78.6
Bahrain,"Time to export, documentary compliance (hours)",2014,24.0
Bahrain,"Time to import, border compliance (hours)",2014,54.0
Bahrain,"Time to import, documentary compliance (hours)",2014,84.0
Bangladesh,Cost of business start-up procedures (% of GNI per capita),2014,16.8
Bangladesh,"Cost of business start-up procedures, female (% of GNI per capita)",2014,16.8
Bangladesh,"Cost of business start-up procedures, male (% of GNI per capita)",2014,16.8
Bangladesh,Time required to start a business (days),2014,19.5
Bangladesh,"Time required to start a business, female (days)",2014,19.5
Bangladesh,"Time required to start a business, male (days)",2014,19.5
Bangladesh,Unemployment with advanced education (% of total labor force with advanced education),2014,
Bangladesh,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,
Bangladesh,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,
Bangladesh,Unemployment with basic education (% of total labor force with basic education),2014,
Bangladesh,"Unemployment with basic education, female (% of female labor force with basic education)",2014,
Bangladesh,"Unemployment with basic education, male (% of male labor force with basic education)",2014,
Bangladesh,Unemployment with intermediate education (% of total labor force with intermediate education),2014,
Bangladesh,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,
Bangladesh,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,
Bangladesh,"Interest rate spread (lending rate minus deposit rate, %)",2014,3.145
Bangladesh,Average time to clear exports through customs (days),2014,
Bangladesh,Logistics performance index: Overall (1=low to 5=high),2014,2.56334
Bangladesh,"Time to export, border compliance (hours)",2014,168.0
Bangladesh,"Time to export, documentary compliance (hours)",2014,147.0
Bangladesh,"Time to import, border compliance (hours)",2014,216.0
Bangladesh,"Time to import, documentary compliance (hours)",2014,144.0
Barbados,Cost of business start-up procedures (% of GNI per capita),2014,7.6
Barbados,"Cost of business start-up procedures, female (% of GNI per capita)",2014,7.6
Barbados,"Cost of business start-up procedures, male (% of GNI per capita)",2014,7.6
Barbados,Time required to start a business (days),2014,19.0
Barbados,"Time required to start a business, female (days)",2014,19.0
Barbados,"Time required to start a business, male (days)",2014,19.0
Barbados,Unemployment with advanced education (% of total labor force with advanced education),2014,
Barbados,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,
Barbados,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,
Barbados,Unemployment with basic education (% of total labor force with basic education),2014,
Barbados,"Unemployment with basic education, female (% of female labor force with basic education)",2014,
Barbados,"Unemployment with basic education, male (% of male labor force with basic education)",2014,
Barbados,Unemployment with intermediate education (% of total labor force with intermediate education),2014,
Barbados,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,
Barbados,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,
Barbados,"Interest rate spread (lending rate minus deposit rate, %)",2014,5.874166667
Barbados,Average time to clear exports through customs (days),2014,
Barbados,Logistics performance index: Overall (1=low to 5=high),2014,
Barbados,"Time to export, border compliance (hours)",2014,41.38462
Barbados,"Time to export, documentary compliance (hours)",2014,53.53846
Barbados,"Time to import, border compliance (hours)",2014,104.0
Barbados,"Time to import, documentary compliance (hours)",2014,46.0
Belarus,Cost of business start-up procedures (% of GNI per capita),2014,0.9
Belarus,"Cost of business start-up procedures, female (% of GNI per capita)",2014,0.9
Belarus,"Cost of business start-up procedures, male (% of GNI per capita)",2014,0.9
Belarus,Time required to start a business (days),2014,12.0
Belarus,"Time required to start a business, female (days)",2014,12.0
Belarus,"Time required to start a business, male (days)",2014,12.0
Belarus,Unemployment with advanced education (% of total labor force with advanced education),2014,
Belarus,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,
Belarus,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,
Belarus,Unemployment with basic education (% of total labor force with basic education),2014,
Belarus,"Unemployment with basic education, female (% of female labor force with basic education)",2014,
Belarus,"Unemployment with basic education, male (% of male labor force with basic education)",2014,
Belarus,Unemployment with intermediate education (% of total labor force with intermediate education),2014,
Belarus,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,
Belarus,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,
Belarus,"Interest rate spread (lending rate minus deposit rate, %)",2014,0.158333333
Belarus,Average time to clear exports through customs (days),2014,
Belarus,Logistics performance index: Overall (1=low to 5=high),2014,2.638168
Belarus,"Time to export, border compliance (hours)",2014,7.346154
Belarus,"Time to export, documentary compliance (hours)",2014,4.0
Belarus,"Time to import, border compliance (hours)",2014,0.0
Belarus,"Time to import, documentary compliance (hours)",2014,3.5
Belgium,Cost of business start-up procedures (% of GNI per capita),2014,5.2
Belgium,"Cost of business start-up procedures, female (% of GNI per capita)",2014,5.2
Belgium,"Cost of business start-up procedures, male (% of GNI per capita)",2014,5.2
Belgium,Time required to start a business (days),2014,4.5
Belgium,"Time required to start a business, female (days)",2014,4.5
Belgium,"Time required to start a business, male (days)",2014,4.5
Belgium,Unemployment with advanced education (% of total labor force with advanced education),2014,4.670000076
Belgium,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,4.71999979
Belgium,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,4.619999886
Belgium,Unemployment with basic education (% of total labor force with basic education),2014,15.32999992
Belgium,"Unemployment with basic education, female (% of female labor force with basic education)",2014,14.81000042
Belgium,"Unemployment with basic education, male (% of male labor force with basic education)",2014,15.64999962
Belgium,Unemployment with intermediate education (% of total labor force with intermediate education),2014,8.789999962
Belgium,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,8.800000191
Belgium,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,8.789999962
Belgium,"Interest rate spread (lending rate minus deposit rate, %)",2014,
Belgium,Average time to clear exports through customs (days),2014,
Belgium,Logistics performance index: Overall (1=low to 5=high),2014,4.04466
Belgium,"Time to export, border compliance (hours)",2014,0.0
Belgium,"Time to export, documentary compliance (hours)",2014,0.5
Belgium,"Time to import, border compliance (hours)",2014,0.0
Belgium,"Time to import, documentary compliance (hours)",2014,0.5
Belize,Cost of business start-up procedures (% of GNI per capita),2014,34.3
Belize,"Cost of business start-up procedures, female (% of GNI per capita)",2014,34.3
Belize,"Cost of business start-up procedures, male (% of GNI per capita)",2014,34.3
Belize,Time required to start a business (days),2014,43.0
Belize,"Time required to start a business, female (days)",2014,43.0
Belize,"Time required to start a business, male (days)",2014,43.0
Belize,Unemployment with advanced education (% of total labor force with advanced education),2014,6.369999886
Belize,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,7.760000229
Belize,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,4.800000191
Belize,Unemployment with basic education (% of total labor force with basic education),2014,8.56000042
Belize,"Unemployment with basic education, female (% of female labor force with basic education)",2014,16.75
Belize,"Unemployment with basic education, male (% of male labor force with basic education)",2014,4.809999943
Belize,Unemployment with intermediate education (% of total labor force with intermediate education),2014,9.800000191
Belize,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,16.59000015
Belize,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,4.989999771
Belize,"Interest rate spread (lending rate minus deposit rate, %)",2014,7.924721816
Belize,Average time to clear exports through customs (days),2014,
Belize,Logistics performance index: Overall (1=low to 5=high),2014,
Belize,"Time to export, border compliance (hours)",2014,96.0
Belize,"Time to export, documentary compliance (hours)",2014,38.0
Belize,"Time to import, border compliance (hours)",2014,48.0
Belize,"Time to import, documentary compliance (hours)",2014,36.0
Benin,Cost of business start-up procedures (% of GNI per capita),2014,55.9
Benin,"Cost of business start-up procedures, female (% of GNI per capita)",2014,55.9
Benin,"Cost of business start-up procedures, male (% of GNI per capita)",2014,55.8
Benin,Time required to start a business (days),2014,12.5
Benin,"Time required to start a business, female (days)",2014,13.0
Benin,"Time required to start a business, male (days)",2014,12.0
Benin,Unemployment with advanced education (% of total labor force with advanced education),2014,
Benin,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,
Benin,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,
Benin,Unemployment with basic education (% of total labor force with basic education),2014,
Benin,"Unemployment with basic education, female (% of female labor force with basic education)",2014,
Benin,"Unemployment with basic education, male (% of male labor force with basic education)",2014,
Benin,Unemployment with intermediate education (% of total labor force with intermediate education),2014,
Benin,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,
Benin,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,
Benin,"Interest rate spread (lending rate minus deposit rate, %)",2014,-1.92
Benin,Average time to clear exports through customs (days),2014,
Benin,Logistics performance index: Overall (1=low to 5=high),2014,2.560822
Benin,"Time to export, border compliance (hours)",2014,138.0
Benin,"Time to export, documentary compliance (hours)",2014,108.0
Benin,"Time to import, border compliance (hours)",2014,154.0
Benin,"Time to import, documentary compliance (hours)",2014,130.6667
Bhutan,Cost of business start-up procedures (% of GNI per capita),2014,4.2
Bhutan,"Cost of business start-up procedures, female (% of GNI per capita)",2014,4.2
Bhutan,"Cost of business start-up procedures, male (% of GNI per capita)",2014,4.2
Bhutan,Time required to start a business (days),2014,15.0
Bhutan,"Time required to start a business, female (days)",2014,15.0
Bhutan,"Time required to start a business, male (days)",2014,15.0
Bhutan,Unemployment with advanced education (% of total labor force with advanced education),2014,
Bhutan,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,
Bhutan,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,
Bhutan,Unemployment with basic education (% of total labor force with basic education),2014,
Bhutan,"Unemployment with basic education, female (% of female labor force with basic education)",2014,
Bhutan,"Unemployment with basic education, male (% of male labor force with basic education)",2014,
Bhutan,Unemployment with intermediate education (% of total labor force with intermediate education),2014,
Bhutan,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,
Bhutan,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,
Bhutan,"Interest rate spread (lending rate minus deposit rate, %)",2014,9.483333333
Bhutan,Average time to clear exports through customs (days),2014,
Bhutan,Logistics performance index: Overall (1=low to 5=high),2014,2.29013
Bhutan,"Time to export, border compliance (hours)",2014,5.0
Bhutan,"Time to export, documentary compliance (hours)",2014,9.0
Bhutan,"Time to import, border compliance (hours)",2014,5.0
