Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Algeria,DZA,"Time required to start a business, female (days)",IC.REG.DURS.FE,20,18,18,18,18,18
Algeria,DZA,"Time required to start a business, male (days)",IC.REG.DURS.MA,20,18,18,18,18,18
Algeria,DZA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,17.75,..,..
Algeria,DZA,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,25.3600006103516,..,..
Algeria,DZA,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,10.5600004196167,..,..
Algeria,DZA,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,11.2600002288818,..,..
Algeria,DZA,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,19.6100006103516,..,..
Algeria,DZA,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,9.07999992370605,..,..
Algeria,DZA,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,10.9300003051758,..,..
Algeria,DZA,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,17.8600006103516,..,..
Algeria,DZA,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,10.1899995803833,..,..
Algeria,DZA,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,25.2900009155273,25.1900005340576,24.6100006103516,26.4200000762939,..,..
Algeria,DZA,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,8.1899995803833,8.80000019073486,8,9.30000019073486,..,..
Algeria,DZA,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,42.8199996948242,41,40.5900001525879,42.3800010681152,..,..
Algeria,DZA,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,6.25,6.25,6.25,6.25,6.25,6.25
Algeria,DZA,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..
Algeria,DZA,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,2.649451,..,2.769683,..,2.45,..
Algeria,DZA,"Time to export, border compliance (hours)",IC.EXP.TMBC,80,80,80,80,80,80
Algeria,DZA,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,149.1429,149.1429,149.1429,149.1429,149.1429,149.1429
Algeria,DZA,"Time to import, border compliance (hours)",IC.IMP.TMBC,327.3896,327.3896,327.3896,327.3896,209.5714,209.5714
Algeria,DZA,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,248.7273,248.7273,248.7273,248.7273,96,96
American Samoa,ASM,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..
American Samoa,ASM,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,..,..,..,..,..,..
American Samoa,ASM,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,..,..,..,..,..,..
American Samoa,ASM,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..
American Samoa,ASM,"Time required to start a business, female (days)",IC.REG.DURS.FE,..,..,..,..,..,..
American Samoa,ASM,"Time required to start a business, male (days)",IC.REG.DURS.MA,..,..,..,..,..,..
American Samoa,ASM,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..
American Samoa,ASM,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..
American Samoa,ASM,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..,..
American Samoa,ASM,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..
American Samoa,ASM,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..,..
American Samoa,ASM,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..,..
American Samoa,ASM,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..
American Samoa,ASM,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..,..
American Samoa,ASM,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..,..
American Samoa,ASM,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,..,..,..,..,..,..
American Samoa,ASM,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,..,..,..,..,..,..
American Samoa,ASM,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,..,..,..,..,..,..
American Samoa,ASM,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,..,..,..,..,..,..
American Samoa,ASM,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..
American Samoa,ASM,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,..,..,..,..,..,..
American Samoa,ASM,"Time to export, border compliance (hours)",IC.EXP.TMBC,..,..,..,..,..,..
American Samoa,ASM,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,..,..,..,..,..,..
American Samoa,ASM,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..,..
American Samoa,ASM,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..,..
Andorra,AND,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..
Andorra,AND,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,..,..,..,..,..,..
Andorra,AND,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,..,..,..,..,..,..
Andorra,AND,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..
Andorra,AND,"Time required to start a business, female (days)",IC.REG.DURS.FE,..,..,..,..,..,..
Andorra,AND,"Time required to start a business, male (days)",IC.REG.DURS.MA,..,..,..,..,..,..
Andorra,AND,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..,..
Andorra,AND,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..,..
Andorra,AND,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..,..
Andorra,AND,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..,..
Andorra,AND,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,..,..,..,..,..,..
Andorra,AND,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,..,..,..,..,..,..
Andorra,AND,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,..,..,..,..,..,..
Andorra,AND,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,..,..,..,..,..,..
Andorra,AND,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..
Andorra,AND,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,..,..,..,..,..,..
Andorra,AND,"Time to export, border compliance (hours)",IC.EXP.TMBC,..,..,..,..,..,..
Andorra,AND,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,..,..,..,..,..,..
Andorra,AND,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..,..
Andorra,AND,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..,..
Angola,AGO,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,118.8,17,20.7,17.4,13.9,11.1
Angola,AGO,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,118.8,17,20.7,17.4,13.9,11.1
Angola,AGO,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,118.8,17,20.7,17.4,13.9,11.1
Angola,AGO,Time required to start a business (days),IC.REG.DURS,66,36,36,36,36,36
Angola,AGO,"Time required to start a business, female (days)",IC.REG.DURS.FE,66,36,36,36,36,36
Angola,AGO,"Time required to start a business, male (days)",IC.REG.DURS.MA,66,36,36,36,36,36
Angola,AGO,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,5.75,..,..,..,..,..
Angola,AGO,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,6.8600001335144,..,..,..,..,..
Angola,AGO,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,5.13000011444092,..,..,..,..,..
Angola,AGO,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,13.8500003814697,..,..,..,..,..
Angola,AGO,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,17.2399997711182,..,..,..,..,..
Angola,AGO,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,12.0900001525879,..,..,..,..,..
Angola,AGO,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,14.9300003051758,..,..,..,..,..
Angola,AGO,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,18.1200008392334,..,..,..,..,..
Angola,AGO,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,13.3999996185303,..,..,..,..,..
Angola,AGO,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,26.1000003814697,..,..,..,..,..
Angola,AGO,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,23.4799995422363,..,..,..,..,..
Angola,AGO,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,28.9599990844727,..,..,..,..,..
Angola,AGO,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,12.8553065236728,13.5672422196748,10.2361858142293,9.4639071500616,13.8003469577253,12.8799653762689
Angola,AGO,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..
Angola,AGO,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,2.54298,..,2.241183,..,2.05,..
Angola,AGO,"Time to export, border compliance (hours)",IC.EXP.TMBC,312,312,312,192,164,164
Angola,AGO,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,169,169,169,169,96,96
Angola,AGO,"Time to import, border compliance (hours)",IC.IMP.TMBC,276,276,276,96,72,72
Angola,AGO,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,180,180,180,180,96,96
Antigua and Barbuda,ATG,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,9.7,9.4,9.3,9.1,8.7,8
Antigua and Barbuda,ATG,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,9.7,9.4,9.3,9.1,8.7,8
Antigua and Barbuda,ATG,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,9.7,9.4,9.3,9.1,8.7,8
Antigua and Barbuda,ATG,Time required to start a business (days),IC.REG.DURS,22,22,22,22,22,19
Antigua and Barbuda,ATG,"Time required to start a business, female (days)",IC.REG.DURS.FE,22,22,22,22,22,19
Antigua and Barbuda,ATG,"Time required to start a business, male (days)",IC.REG.DURS.MA,22,22,22,22,22,19
Antigua and Barbuda,ATG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,7.17844375442281,7.36891666666666,7.6475,7.555,7.32444608333333,7.0348395
Antigua and Barbuda,ATG,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..
Antigua and Barbuda,ATG,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Time to export, border compliance (hours)",IC.EXP.TMBC,61.33333,61.33333,61.33333,61.33333,61.33333,61.33333
Antigua and Barbuda,ATG,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,50.66667,50.66667,50.66667,50.66667,50.66667,50.66667
Antigua and Barbuda,ATG,"Time to import, border compliance (hours)",IC.IMP.TMBC,61.33333,61.33333,61.33333,61.33333,61.33333,61.33333
Antigua and Barbuda,ATG,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,108.8889,108.8889,48,48,48,48
Argentina,ARG,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,17.7,11.4,10.8,10.4,5.3,5
Argentina,ARG,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,17.7,11.4,10.8,10.4,5.3,5
Argentina,ARG,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,17.7,11.4,10.8,10.4,5.3,5
Argentina,ARG,Time required to start a business (days),IC.REG.DURS,24.5,24.5,24.5,24.5,11,11.5
Argentina,ARG,"Time required to start a business, female (days)",IC.REG.DURS.FE,24.5,24.5,24.5,24.5,11,11.5
Argentina,ARG,"Time required to start a business, male (days)",IC.REG.DURS.MA,24.5,24.5,24.5,24.5,11,11.5
Argentina,ARG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,3.25,..,..,3.26999998092651,3.64000010490417,3.86999988555908
Argentina,ARG,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,3.92000007629395,..,..,3.97000002861023,4.19999980926514,4.40000009536743
Argentina,ARG,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,2.3199999332428,..,..,2.3199999332428,2.88000011444092,3.1800000667572
Argentina,ARG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,8.31999969482422,..,..,9.13000011444092,10.6899995803833,11.2299995422363
Argentina,ARG,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,10.5799999237061,..,..,11.25,13.25,13.3699998855591
Argentina,ARG,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,6.65999984741211,..,..,7.42999982833862,8.59000015258789,9.53999996185303
Argentina,ARG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,8.5600004196167,..,..,10.5100002288818,11.0799999237061,12.3000001907349
Argentina,ARG,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,10.1599998474121,..,..,12.4799995422363,13.1499996185303,13.8699998855591
Argentina,ARG,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,7.75,..,..,9.52999973297119,9.98999977111816,11.4700002670288
Argentina,ARG,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,38.5999984741211,..,..,38.9599990844727,39.4099998474121,39
Argentina,ARG,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,30.1200008392334,..,..,31.0499992370605,32.6300010681152,32.1300010681152
Argentina,ARG,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,46.560001373291,..,..,46.7099990844727,46.2400016784668,45.6800003051758
Argentina,ARG,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,3.5914829823368,3.7466847946883,6.9525378630482,7.5810907696508,16.5952652565272,19.9673733621434
Argentina,ARG,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,6.5,..,..
Argentina,ARG,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,2.986475,..,2.962629,..,2.89,..
Argentina,ARG,"Time to export, border compliance (hours)",IC.EXP.TMBC,21,21,21,21,21,21
Argentina,ARG,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,27,27,27,27,27,25
Argentina,ARG,"Time to import, border compliance (hours)",IC.IMP.TMBC,60,60,60,60,60,60
Argentina,ARG,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,336,336,192,192,192,166
Armenia,ARM,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,1,1,0.9,0.9,0.8,0.8
Armenia,ARM,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,1,1,0.9,0.9,0.8,0.8
Armenia,ARM,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,1,1,0.9,0.9,0.8,0.8
Armenia,ARM,Time required to start a business (days),IC.REG.DURS,5,5,5,5,4,4
Armenia,ARM,"Time required to start a business, female (days)",IC.REG.DURS.FE,5,5,5,5,4,4
