,Country Name,Country Code,Series Name,Date,Value
68,Angola,AGO,"Cost of business start-up procedures, male (% of GNI per capita)",2014,118.8
69,Angola,AGO,Time required to start a business (days),2014,66
70,Angola,AGO,"Time required to start a business, female (days)",2014,66
71,Angola,AGO,"Time required to start a business, male (days)",2014,66
72,Angola,AGO,Unemployment with advanced education (% of total labor force with advanced education),2014,5.75
73,Angola,AGO,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,6.860000134
74,Angola,AGO,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,5.130000114
75,Angola,AGO,Unemployment with basic education (% of total labor force with basic education),2014,14.93000031
76,Angola,AGO,"Unemployment with basic education, female (% of female labor force with basic education)",2014,18.12000084
77,Angola,AGO,"Unemployment with basic education, male (% of male labor force with basic education)",2014,13.39999962
78,Angola,AGO,Unemployment with intermediate education (% of total labor force with intermediate education),2014,13.85000038
79,Angola,AGO,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,17.23999977
80,Angola,AGO,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,12.09000015
81,Angola,AGO,"Interest rate spread (lending rate minus deposit rate, %)",2014,12.85530652
82,Angola,AGO,Average time to clear exports through customs (days),2014,..
83,Angola,AGO,Logistics performance index: Overall (1=low to 5=high),2014,2.54298
84,Angola,AGO,"Time to export, border compliance (hours)",2014,312
85,Angola,AGO,"Time to export, documentary compliance (hours)",2014,169
86,Angola,AGO,"Time to import, border compliance (hours)",2014,276
87,Angola,AGO,"Time to import, documentary compliance (hours)",2014,180
88,Antigua and Barbuda,ATG,Cost of business start-up procedures (% of GNI per capita),2014,9.7
89,Antigua and Barbuda,ATG,"Cost of business start-up procedures, female (% of GNI per capita)",2014,9.7
90,Antigua and Barbuda,ATG,"Cost of business start-up procedures, male (% of GNI per capita)",2014,9.7
91,Antigua and Barbuda,ATG,Time required to start a business (days),2014,22
92,Antigua and Barbuda,ATG,"Time required to start a business, female (days)",2014,22
93,Antigua and Barbuda,ATG,"Time required to start a business, male (days)",2014,22
94,Antigua and Barbuda,ATG,Unemployment with advanced education (% of total labor force with advanced education),2014,..
95,Antigua and Barbuda,ATG,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,..
96,Antigua and Barbuda,ATG,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,..
97,Antigua and Barbuda,ATG,Unemployment with basic education (% of total labor force with basic education),2014,..
98,Antigua and Barbuda,ATG,"Unemployment with basic education, female (% of female labor force with basic education)",2014,..
99,Antigua and Barbuda,ATG,"Unemployment with basic education, male (% of male labor force with basic education)",2014,..
100,Antigua and Barbuda,ATG,Unemployment with intermediate education (% of total labor force with intermediate education),2014,..
101,Antigua and Barbuda,ATG,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,..
102,Antigua and Barbuda,ATG,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,..
103,Antigua and Barbuda,ATG,"Interest rate spread (lending rate minus deposit rate, %)",2014,7.178443754
104,Antigua and Barbuda,ATG,Average time to clear exports through customs (days),2014,..
105,Antigua and Barbuda,ATG,Logistics performance index: Overall (1=low to 5=high),2014,..
106,Antigua and Barbuda,ATG,"Time to export, border compliance (hours)",2014,61.33333
107,Antigua and Barbuda,ATG,"Time to export, documentary compliance (hours)",2014,50.66667
108,Antigua and Barbuda,ATG,"Time to import, border compliance (hours)",2014,61.33333
109,Antigua and Barbuda,ATG,"Time to import, documentary compliance (hours)",2014,108.8889
110,Argentina,ARG,Cost of business start-up procedures (% of GNI per capita),2014,17.7
111,Argentina,ARG,"Cost of business start-up procedures, female (% of GNI per capita)",2014,17.7
112,Argentina,ARG,"Cost of business start-up procedures, male (% of GNI per capita)",2014,17.7
113,Argentina,ARG,Time required to start a business (days),2014,24.5
114,Argentina,ARG,"Time required to start a business, female (days)",2014,24.5
115,Argentina,ARG,"Time required to start a business, male (days)",2014,24.5
116,Argentina,ARG,Unemployment with advanced education (% of total labor force with advanced education),2014,3.25
117,Argentina,ARG,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,3.920000076
118,Argentina,ARG,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,2.319999933
119,Argentina,ARG,Unemployment with basic education (% of total labor force with basic education),2014,8.56000042
120,Argentina,ARG,"Unemployment with basic education, female (% of female labor force with basic education)",2014,10.15999985
121,Argentina,ARG,"Unemployment with basic education, male (% of male labor force with basic education)",2014,7.75
122,Argentina,ARG,Unemployment with intermediate education (% of total labor force with intermediate education),2014,8.319999695
123,Argentina,ARG,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,10.57999992
124,Argentina,ARG,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,6.659999847
125,Argentina,ARG,"Interest rate spread (lending rate minus deposit rate, %)",2014,3.591482982
126,Argentina,ARG,Average time to clear exports through customs (days),2014,..
127,Argentina,ARG,Logistics performance index: Overall (1=low to 5=high),2014,2.986475
128,Argentina,ARG,"Time to export, border compliance (hours)",2014,21
129,Argentina,ARG,"Time to export, documentary compliance (hours)",2014,27
130,Argentina,ARG,"Time to import, border compliance (hours)",2014,60
131,Argentina,ARG,"Time to import, documentary compliance (hours)",2014,336
132,Armenia,ARM,Cost of business start-up procedures (% of GNI per capita),2014,1
133,Armenia,ARM,"Cost of business start-up procedures, female (% of GNI per capita)",2014,1
134,Armenia,ARM,"Cost of business start-up procedures, male (% of GNI per capita)",2014,1
135,Armenia,ARM,Time required to start a business (days),2014,5
136,Armenia,ARM,"Time required to start a business, female (days)",2014,5
137,Armenia,ARM,"Time required to start a business, male (days)",2014,5
138,Armenia,ARM,Unemployment with advanced education (% of total labor force with advanced education),2014,17.46999931
139,Armenia,ARM,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,19.84000015
140,Armenia,ARM,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,14.86999989
141,Armenia,ARM,Unemployment with basic education (% of total labor force with basic education),2014,9.640000343
142,Armenia,ARM,"Unemployment with basic education, female (% of female labor force with basic education)",2014,10.27999973
143,Armenia,ARM,"Unemployment with basic education, male (% of male labor force with basic education)",2014,9.229999542
144,Armenia,ARM,Unemployment with intermediate education (% of total labor force with intermediate education),2014,18.01000023
145,Armenia,ARM,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,19.62000084
146,Armenia,ARM,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,16.51000023
147,Armenia,ARM,"Interest rate spread (lending rate minus deposit rate, %)",2014,5.982880233
148,Armenia,ARM,Average time to clear exports through customs (days),2014,..
149,Armenia,ARM,Logistics performance index: Overall (1=low to 5=high),2014,2.672723
150,Armenia,ARM,"Time to export, border compliance (hours)",2014,50.53846
151,Armenia,ARM,"Time to export, documentary compliance (hours)",2014,2
152,Armenia,ARM,"Time to import, border compliance (hours)",2014,50.53846
153,Armenia,ARM,"Time to import, documentary compliance (hours)",2014,1.615385
154,Australia,AUS,Cost of business start-up procedures (% of GNI per capita),2014,0.7
155,Australia,AUS,"Cost of business start-up procedures, female (% of GNI per capita)",2014,0.7
156,Australia,AUS,"Cost of business start-up procedures, male (% of GNI per capita)",2014,0.7
157,Australia,AUS,Time required to start a business (days),2014,2.5
158,Australia,AUS,"Time required to start a business, female (days)",2014,2.5
159,Australia,AUS,"Time required to start a business, male (days)",2014,2.5
160,Australia,AUS,Unemployment with advanced education (% of total labor force with advanced education),2014,3.730000019
161,Australia,AUS,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,3.730000019
162,Australia,AUS,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,3.920000076
163,Australia,AUS,Unemployment with basic education (% of total labor force with basic education),2014,9.819999695
164,Australia,AUS,"Unemployment with basic education, female (% of female labor force with basic education)",2014,10
165,Australia,AUS,"Unemployment with basic education, male (% of male labor force with basic education)",2014,9.710000038
166,Australia,AUS,Unemployment with intermediate education (% of total labor force with intermediate education),2014,5.96999979
167,Australia,AUS,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,7.110000134
168,Australia,AUS,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,5.170000076
169,Australia,AUS,"Interest rate spread (lending rate minus deposit rate, %)",2014,3.045833333
170,Australia,AUS,Average time to clear exports through customs (days),2014,..
171,Australia,AUS,Logistics performance index: Overall (1=low to 5=high),2014,3.810776
172,Australia,AUS,"Time to export, border compliance (hours)",2014,35.5
173,Australia,AUS,"Time to export, documentary compliance (hours)",2014,7
174,Australia,AUS,"Time to import, border compliance (hours)",2014,37
175,Australia,AUS,"Time to import, documentary compliance (hours)",2014,2.5
176,Austria,AUT,Cost of business start-up procedures (% of GNI per capita),2014,5.5
177,Austria,AUT,"Cost of business start-up procedures, female (% of GNI per capita)",2014,5.5
178,Austria,AUT,"Cost of business start-up procedures, male (% of GNI per capita)",2014,5.5
179,Austria,AUT,Time required to start a business (days),2014,22
180,Austria,AUT,"Time required to start a business, female (days)",2014,22
181,Austria,AUT,"Time required to start a business, male (days)",2014,22
182,Austria,AUT,Unemployment with advanced education (% of total labor force with advanced education),2014,4.010000229
183,Austria,AUT,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,4.21999979
184,Austria,AUT,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,3.829999924
185,Austria,AUT,Unemployment with basic education (% of total labor force with basic education),2014,11.40999985
186,Austria,AUT,"Unemployment with basic education, female (% of female labor force with basic education)",2014,10.01000023
187,Austria,AUT,"Unemployment with basic education, male (% of male labor force with basic education)",2014,12.96000004
188,Austria,AUT,Unemployment with intermediate education (% of total labor force with intermediate education),2014,5.070000172
189,Austria,AUT,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,4.699999809
190,Austria,AUT,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,5.380000114
191,Austria,AUT,"Interest rate spread (lending rate minus deposit rate, %)",2014,..
192,Austria,AUT,Average time to clear exports through customs (days),2014,..
193,Austria,AUT,Logistics performance index: Overall (1=low to 5=high),2014,3.648587
194,Austria,AUT,"Time to export, border compliance (hours)",2014,0
195,Austria,AUT,"Time to export, documentary compliance (hours)",2014,0.5
196,Austria,AUT,"Time to import, border compliance (hours)",2014,0
197,Austria,AUT,"Time to import, documentary compliance (hours)",2014,0.5
198,Azerbaijan,AZE,Cost of business start-up procedures (% of GNI per capita),2014,3.1
199,Azerbaijan,AZE,"Cost of business start-up procedures, female (% of GNI per capita)",2014,3.1
200,Azerbaijan,AZE,"Cost of business start-up procedures, male (% of GNI per capita)",2014,3.1
201,Azerbaijan,AZE,Time required to start a business (days),2014,5.5
202,Azerbaijan,AZE,"Time required to start a business, female (days)",2014,5.5
203,Azerbaijan,AZE,"Time required to start a business, male (days)",2014,5.5
204,Azerbaijan,AZE,Unemployment with advanced education (% of total labor force with advanced education),2014,5.150000095
205,Azerbaijan,AZE,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,5.690000057
206,Azerbaijan,AZE,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,4.639999866
207,Azerbaijan,AZE,Unemployment with basic education (% of total labor force with basic education),2014,9.239999771
208,Azerbaijan,AZE,"Unemployment with basic education, female (% of female labor force with basic education)",2014,7.78000021
209,Azerbaijan,AZE,"Unemployment with basic education, male (% of male labor force with basic education)",2014,11.68000031
210,Azerbaijan,AZE,Unemployment with intermediate education (% of total labor force with intermediate education),2014,4.329999924
211,Azerbaijan,AZE,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,5.619999886
212,Azerbaijan,AZE,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,3.160000086
213,Azerbaijan,AZE,"Interest rate spread (lending rate minus deposit rate, %)",2014,8.685833333
214,Azerbaijan,AZE,Average time to clear exports through customs (days),2014,..
215,Azerbaijan,AZE,Logistics performance index: Overall (1=low to 5=high),2014,2.448376
216,Azerbaijan,AZE,"Time to export, border compliance (hours)",2014,33.66667
217,Azerbaijan,AZE,"Time to export, documentary compliance (hours)",2014,35.45455
218,Azerbaijan,AZE,"Time to import, border compliance (hours)",2014,32.36508
219,Azerbaijan,AZE,"Time to import, documentary compliance (hours)",2014,41.45455
220,"Bahamas, The",BHS,Cost of business start-up procedures (% of GNI per capita),2014,10.2
221,"Bahamas, The",BHS,"Cost of business start-up procedures, female (% of GNI per capita)",2014,10.2
222,"Bahamas, The",BHS,"Cost of business start-up procedures, male (% of GNI per capita)",2014,10.2
223,"Bahamas, The",BHS,Time required to start a business (days),2014,23.5
224,"Bahamas, The",BHS,"Time required to start a business, female (days)",2014,23.5
225,"Bahamas, The",BHS,"Time required to start a business, male (days)",2014,23.5
226,"Bahamas, The",BHS,Unemployment with advanced education (% of total labor force with advanced education),2014,..
227,"Bahamas, The",BHS,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,..
228,"Bahamas, The",BHS,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,..
229,"Bahamas, The",BHS,Unemployment with basic education (% of total labor force with basic education),2014,..
230,"Bahamas, The",BHS,"Unemployment with basic education, female (% of female labor force with basic education)",2014,..
231,"Bahamas, The",BHS,"Unemployment with basic education, male (% of male labor force with basic education)",2014,..
232,"Bahamas, The",BHS,Unemployment with intermediate education (% of total labor force with intermediate education),2014,..
233,"Bahamas, The",BHS,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,..
234,"Bahamas, The",BHS,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,..
235,"Bahamas, The",BHS,"Interest rate spread (lending rate minus deposit rate, %)",2014,3.3325
236,"Bahamas, The",BHS,Average time to clear exports through customs (days),2014,..
237,"Bahamas, The",BHS,Logistics performance index: Overall (1=low to 5=high),2014,2.910966
238,"Bahamas, The",BHS,"Time to export, border compliance (hours)",2014,84
239,"Bahamas, The",BHS,"Time to export, documentary compliance (hours)",2014,60
240,"Bahamas, The",BHS,"Time to import, border compliance (hours)",2014,99
241,"Bahamas, The",BHS,"Time to import, documentary compliance (hours)",2014,54
242,Bahrain,BHR,Cost of business start-up procedures (% of GNI per capita),2014,0.8
243,Bahrain,BHR,"Cost of business start-up procedures, female (% of GNI per capita)",2014,0.8
244,Bahrain,BHR,"Cost of business start-up procedures, male (% of GNI per capita)",2014,0.8
245,Bahrain,BHR,Time required to start a business (days),2014,9.4
246,Bahrain,BHR,"Time required to start a business, female (days)",2014,10
247,Bahrain,BHR,"Time required to start a business, male (days)",2014,9
248,Bahrain,BHR,Unemployment with advanced education (% of total labor force with advanced education),2014,..
249,Bahrain,BHR,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,..
250,Bahrain,BHR,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,..
251,Bahrain,BHR,Unemployment with basic education (% of total labor force with basic education),2014,..
252,Bahrain,BHR,"Unemployment with basic education, female (% of female labor force with basic education)",2014,..
253,Bahrain,BHR,"Unemployment with basic education, male (% of male labor force with basic education)",2014,..
254,Bahrain,BHR,Unemployment with intermediate education (% of total labor force with intermediate education),2014,..
255,Bahrain,BHR,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,..
256,Bahrain,BHR,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,..
257,Bahrain,BHR,"Interest rate spread (lending rate minus deposit rate, %)",2014,4.886666667
258,Bahrain,BHR,Average time to clear exports through customs (days),2014,..
259,Bahrain,BHR,Logistics performance index: Overall (1=low to 5=high),2014,3.083116
260,Bahrain,BHR,"Time to export, border compliance (hours)",2014,78.6
261,Bahrain,BHR,"Time to export, documentary compliance (hours)",2014,24
262,Bahrain,BHR,"Time to import, border compliance (hours)",2014,54
263,Bahrain,BHR,"Time to import, documentary compliance (hours)",2014,84
264,Bangladesh,BGD,Cost of business start-up procedures (% of GNI per capita),2014,16.8
265,Bangladesh,BGD,"Cost of business start-up procedures, female (% of GNI per capita)",2014,16.8
266,Bangladesh,BGD,"Cost of business start-up procedures, male (% of GNI per capita)",2014,16.8
267,Bangladesh,BGD,Time required to start a business (days),2014,19.5
268,Bangladesh,BGD,"Time required to start a business, female (days)",2014,19.5
269,Bangladesh,BGD,"Time required to start a business, male (days)",2014,19.5
270,Bangladesh,BGD,Unemployment with advanced education (% of total labor force with advanced education),2014,..
271,Bangladesh,BGD,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,..
272,Bangladesh,BGD,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,..
273,Bangladesh,BGD,Unemployment with basic education (% of total labor force with basic education),2014,..
274,Bangladesh,BGD,"Unemployment with basic education, female (% of female labor force with basic education)",2014,..
275,Bangladesh,BGD,"Unemployment with basic education, male (% of male labor force with basic education)",2014,..
276,Bangladesh,BGD,Unemployment with intermediate education (% of total labor force with intermediate education),2014,..
277,Bangladesh,BGD,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,..
278,Bangladesh,BGD,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,..
279,Bangladesh,BGD,"Interest rate spread (lending rate minus deposit rate, %)",2014,3.145
280,Bangladesh,BGD,Average time to clear exports through customs (days),2014,..
281,Bangladesh,BGD,Logistics performance index: Overall (1=low to 5=high),2014,2.56334
282,Bangladesh,BGD,"Time to export, border compliance (hours)",2014,168
283,Bangladesh,BGD,"Time to export, documentary compliance (hours)",2014,147
284,Bangladesh,BGD,"Time to import, border compliance (hours)",2014,216
285,Bangladesh,BGD,"Time to import, documentary compliance (hours)",2014,144
286,Barbados,BRB,Cost of business start-up procedures (% of GNI per capita),2014,7.6
287,Barbados,BRB,"Cost of business start-up procedures, female (% of GNI per capita)",2014,7.6
288,Barbados,BRB,"Cost of business start-up procedures, male (% of GNI per capita)",2014,7.6
289,Barbados,BRB,Time required to start a business (days),2014,19
290,Barbados,BRB,"Time required to start a business, female (days)",2014,19
291,Barbados,BRB,"Time required to start a business, male (days)",2014,19
292,Barbados,BRB,Unemployment with advanced education (% of total labor force with advanced education),2014,..
293,Barbados,BRB,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,..
294,Barbados,BRB,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,..
295,Barbados,BRB,Unemployment with basic education (% of total labor force with basic education),2014,..
296,Barbados,BRB,"Unemployment with basic education, female (% of female labor force with basic education)",2014,..
297,Barbados,BRB,"Unemployment with basic education, male (% of male labor force with basic education)",2014,..
298,Barbados,BRB,Unemployment with intermediate education (% of total labor force with intermediate education),2014,..
299,Barbados,BRB,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,..
300,Barbados,BRB,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,..
301,Barbados,BRB,"Interest rate spread (lending rate minus deposit rate, %)",2014,5.874166667
302,Barbados,BRB,Average time to clear exports through customs (days),2014,..
303,Barbados,BRB,Logistics performance index: Overall (1=low to 5=high),2014,..
304,Barbados,BRB,"Time to export, border compliance (hours)",2014,41.38462
305,Barbados,BRB,"Time to export, documentary compliance (hours)",2014,53.53846
306,Barbados,BRB,"Time to import, border compliance (hours)",2014,104
307,Barbados,BRB,"Time to import, documentary compliance (hours)",2014,46
308,Belarus,BLR,Cost of business start-up procedures (% of GNI per capita),2014,0.9
309,Belarus,BLR,"Cost of business start-up procedures, female (% of GNI per capita)",2014,0.9
310,Belarus,BLR,"Cost of business start-up procedures, male (% of GNI per capita)",2014,0.9
311,Belarus,BLR,Time required to start a business (days),2014,12
312,Belarus,BLR,"Time required to start a business, female (days)",2014,12
313,Belarus,BLR,"Time required to start a business, male (days)",2014,12
314,Belarus,BLR,Unemployment with advanced education (% of total labor force with advanced education),2014,..
315,Belarus,BLR,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,..
316,Belarus,BLR,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,..
317,Belarus,BLR,Unemployment with basic education (% of total labor force with basic education),2014,..
318,Belarus,BLR,"Unemployment with basic education, female (% of female labor force with basic education)",2014,..
319,Belarus,BLR,"Unemployment with basic education, male (% of male labor force with basic education)",2014,..
320,Belarus,BLR,Unemployment with intermediate education (% of total labor force with intermediate education),2014,..
321,Belarus,BLR,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,..
322,Belarus,BLR,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,..
323,Belarus,BLR,"Interest rate spread (lending rate minus deposit rate, %)",2014,0.158333333
324,Belarus,BLR,Average time to clear exports through customs (days),2014,..
325,Belarus,BLR,Logistics performance index: Overall (1=low to 5=high),2014,2.638168
326,Belarus,BLR,"Time to export, border compliance (hours)",2014,7.346154
327,Belarus,BLR,"Time to export, documentary compliance (hours)",2014,4
328,Belarus,BLR,"Time to import, border compliance (hours)",2014,0
329,Belarus,BLR,"Time to import, documentary compliance (hours)",2014,3.5
330,Belgium,BEL,Cost of business start-up procedures (% of GNI per capita),2014,5.2
331,Belgium,BEL,"Cost of business start-up procedures, female (% of GNI per capita)",2014,5.2
332,Belgium,BEL,"Cost of business start-up procedures, male (% of GNI per capita)",2014,5.2
333,Belgium,BEL,Time required to start a business (days),2014,4.5
334,Belgium,BEL,"Time required to start a business, female (days)",2014,4.5
335,Belgium,BEL,"Time required to start a business, male (days)",2014,4.5
336,Belgium,BEL,Unemployment with advanced education (% of total labor force with advanced education),2014,4.670000076
337,Belgium,BEL,"Unemployment with advanced education, female (% of female labor force with advanced education)",2014,4.71999979
338,Belgium,BEL,"Unemployment with advanced education, male (% of male labor force with advanced education)",2014,4.619999886
339,Belgium,BEL,Unemployment with basic education (% of total labor force with basic education),2014,15.32999992
340,Belgium,BEL,"Unemployment with basic education, female (% of female labor force with basic education)",2014,14.81000042
341,Belgium,BEL,"Unemployment with basic education, male (% of male labor force with basic education)",2014,15.64999962
342,Belgium,BEL,Unemployment with intermediate education (% of total labor force with intermediate education),2014,8.789999962
343,Belgium,BEL,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",2014,8.800000191
344,Belgium,BEL,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",2014,8.789999962
345,Belgium,BEL,"Interest rate spread (lending rate minus deposit rate, %)",2014,..
346,Belgium,BEL,Average time to clear exports through customs (days),2014,..
347,Belgium,BEL,Logistics performance index: Overall (1=low to 5=high),2014,4.04466
348,Belgium,BEL,"Time to export, border compliance (hours)",2014,0
349,Belgium,BEL,"Time to export, documentary compliance (hours)",2014,0.5
350,Belgium,BEL,"Time to import, border compliance (hours)",2014,0
351,Belgium,BEL,"Time to import, documentary compliance (hours)",2014,0.5
